Experiment Name, Iter, ║, val main metric, |, seed0, seed1, seed2, seed3, seed4, ║, tst main metric, |, seed0, seed1, seed2, seed3, seed4, ║, earlystopping, epochs, best epoch 
MPQA-T FLANT5 REP 10, 0, ║, 0.558446, |, 0.554869, 0.568266, 0.535524, 0.558052, 0.57552, ║, 0.564042, |, 0.56298, 0.567627, 0.555168, 0.567976, 0.566457, ║, 20, 54.6, 34.6 
MPQA-T FLANT5 REP 10, 0, ║, 0.558446, |, 0.554869, 0.568266, 0.535524, 0.558052, 0.57552, ║, 0.564042, |, 0.56298, 0.567627, 0.555168, 0.567976, 0.566457, ║, 20, 54.6, 34.6 
