Experiment Name, Iter, ║, val main metric, |, seed0, seed1, seed2, seed3, seed4, ║, tst main metric, |, seed0, seed1, seed2, seed3, seed4, ║, earlystopping, epochs, best epoch 
MPQA-I FLANT5 REP 10, 0, ║, 0.343188, |, 0.367765, 0.334817, 0.357079, 0.299199, 0.357079, ║, 0.321368, |, 0.333333, 0.311966, 0.339744, 0.27208, 0.349715, ║, 20, 46.0, 26.0 
MPQA-I FLANT5 REP 10, 0, ║, 0.343188, |, 0.367765, 0.334817, 0.357079, 0.299199, 0.357079, ║, 0.321368, |, 0.333333, 0.311966, 0.339744, 0.27208, 0.349715, ║, 20, 46.0, 26.0 
